Local time,Open,High,Low,Close,Volume
27.10.2017 08:00:00.000 GMT+0800,1.31293,1.31394,1.30697,1.31247,121653.2422
28.10.2017 08:00:00.000 GMT+0800,1.31247,1.31247,1.31247,1.31247,0
29.10.2017 08:00:00.000 GMT+0800,1.31087,1.31366,1.31087,1.31340,6119.9399
30.10.2017 08:00:00.000 GMT+0800,1.31340,1.32148,1.31269,1.32131,115473.4375
31.10.2017 08:00:00.000 GMT+0800,1.32128,1.32933,1.31914,1.32900,120500.8984
01.11.2017 08:00:00.000 GMT+0800,1.32900,1.33206,1.32403,1.32555,135959.3281
02.11.2017 08:00:00.000 GMT+0800,1.32555,1.32988,1.30425,1.30531,177874.125
03.11.2017 08:00:00.000 GMT+0800,1.30531,1.31322,1.30390,1.30738,126601.3828
04.11.2017 08:00:00.000 GMT+0800,1.30738,1.30738,1.30738,1.30738,0
05.11.2017 08:00:00.000 GMT+0800,1.30678,1.30799,1.30674,1.30793,4290.04
06.11.2017 08:00:00.000 GMT+0800,1.30793,1.31748,1.30583,1.31733,138475.6719
07.11.2017 08:00:00.000 GMT+0800,1.31731,1.31775,1.31088,1.31710,154796.7969
08.11.2017 08:00:00.000 GMT+0800,1.31710,1.31754,1.30861,1.31130,129028.3203
09.11.2017 08:00:00.000 GMT+0800,1.31129,1.31654,1.30850,1.31423,155293.5938
10.11.2017 08:00:00.000 GMT+0800,1.31423,1.32292,1.31121,1.31881,143947.3438
11.11.2017 08:00:00.000 GMT+0800,1.31881,1.31881,1.31881,1.31881,0
12.11.2017 08:00:00.000 GMT+0800,1.31620,1.31796,1.31181,1.31199,7688.96
13.11.2017 08:00:00.000 GMT+0800,1.31197,1.31348,1.30619,1.31200,136954.6719
14.11.2017 08:00:00.000 GMT+0800,1.31201,1.31869,1.30747,1.31570,139879.1563
15.11.2017 08:00:00.000 GMT+0800,1.31570,1.32137,1.31301,1.31723,168808.4688
16.11.2017 08:00:00.000 GMT+0800,1.31725,1.32074,1.31351,1.31992,147206.0625
17.11.2017 08:00:00.000 GMT+0800,1.31992,1.32601,1.31694,1.32156,160066.5313
18.11.2017 08:00:00.000 GMT+0800,1.32156,1.32156,1.32156,1.32156,0
19.11.2017 08:00:00.000 GMT+0800,1.32175,1.32225,1.31971,1.31987,7800.4302
20.11.2017 08:00:00.000 GMT+0800,1.31986,1.32793,1.31854,1.32415,150683.6094
21.11.2017 08:00:00.000 GMT+0800,1.32415,1.32673,1.32086,1.32468,140651.6719
22.11.2017 08:00:00.000 GMT+0800,1.32468,1.33291,1.32133,1.33146,134859.7188
23.11.2017 08:00:00.000 GMT+0800,1.33153,1.33367,1.32841,1.33054,111897.5234
24.11.2017 08:00:00.000 GMT+0800,1.33054,1.33600,1.32783,1.33346,127211.6172
25.11.2017 08:00:00.000 GMT+0800,1.33346,1.33346,1.33346,1.33346,0
26.11.2017 08:00:00.000 GMT+0800,1.33219,1.33321,1.33179,1.33234,4844.9502
27.11.2017 08:00:00.000 GMT+0800,1.33235,1.33830,1.33094,1.33208,137836.9063
28.11.2017 08:00:00.000 GMT+0800,1.33208,1.33871,1.32208,1.33639,185121.8281
29.11.2017 08:00:00.000 GMT+0800,1.33639,1.34479,1.33524,1.34164,174584.9844
30.11.2017 08:00:00.000 GMT+0800,1.34164,1.35486,1.34091,1.35292,194391.9531
01.12.2017 08:00:00.000 GMT+0800,1.35292,1.35491,1.34445,1.34746,199307.625
02.12.2017 08:00:00.000 GMT+0800,1.34746,1.34746,1.34746,1.34746,0
03.12.2017 08:00:00.000 GMT+0800,1.34338,1.35129,1.34336,1.34897,7650.6602
04.12.2017 08:00:00.000 GMT+0800,1.34897,1.35383,1.34136,1.34728,186753.6719
05.12.2017 08:00:00.000 GMT+0800,1.34728,1.34772,1.33704,1.34138,169736.6563
06.12.2017 08:00:00.000 GMT+0800,1.34138,1.34361,1.33576,1.33910,168413.6875
07.12.2017 08:00:00.000 GMT+0800,1.33910,1.34851,1.33198,1.34820,167314.4375
08.12.2017 08:00:00.000 GMT+0800,1.34818,1.35202,1.33556,1.33789,167828.875
09.12.2017 08:00:00.000 GMT+0800,1.33789,1.33789,1.33789,1.33789,0
10.12.2017 08:00:00.000 GMT+0800,1.33735,1.33961,1.33697,1.33901,2959.97
11.12.2017 08:00:00.000 GMT+0800,1.33900,1.34313,1.33306,1.33468,152621.2344
12.12.2017 08:00:00.000 GMT+0800,1.33468,1.33799,1.33034,1.33192,158748.6875
13.12.2017 08:00:00.000 GMT+0800,1.33192,1.34299,1.33114,1.34089,181745.0156
14.12.2017 08:00:00.000 GMT+0800,1.34089,1.34658,1.33921,1.34321,202517.125
15.12.2017 08:00:00.000 GMT+0800,1.34321,1.34474,1.33013,1.33269,185550.7344
16.12.2017 08:00:00.000 GMT+0800,1.33269,1.33269,1.33269,1.33269,0
17.12.2017 08:00:00.000 GMT+0800,1.33095,1.33225,1.33095,1.33152,5624.6201
18.12.2017 08:00:00.000 GMT+0800,1.33155,1.34182,1.33101,1.33784,163200.5469
19.12.2017 08:00:00.000 GMT+0800,1.33785,1.34021,1.33309,1.33853,187483.6406
20.12.2017 08:00:00.000 GMT+0800,1.33853,1.34199,1.33679,1.33697,166890.3125
21.12.2017 08:00:00.000 GMT+0800,1.33697,1.33872,1.33311,1.33776,157390.4844
22.12.2017 08:00:00.000 GMT+0800,1.33770,1.33971,1.33460,1.33541,152847.8594
23.12.2017 08:00:00.000 GMT+0800,1.33541,1.33541,1.33541,1.33541,0
24.12.2017 08:00:00.000 GMT+0800,1.33449,1.33480,1.33449,1.33478,352.2
25.12.2017 08:00:00.000 GMT+0800,1.33478,1.33940,1.33478,1.33733,6076.8999
26.12.2017 08:00:00.000 GMT+0800,1.33734,1.33890,1.33473,1.33738,133342.5156
27.12.2017 08:00:00.000 GMT+0800,1.33737,1.34295,1.33672,1.34023,150762.0469
28.12.2017 08:00:00.000 GMT+0800,1.34023,1.34563,1.33974,1.34393,141580.7031
29.12.2017 08:00:00.000 GMT+0800,1.34402,1.35440,1.34382,1.34944,152944.625
30.12.2017 08:00:00.000 GMT+0800,1.34944,1.34944,1.34944,1.34944,0
31.12.2017 08:00:00.000 GMT+0800,1.34944,1.34944,1.34944,1.34944,0
01.01.2018 08:00:00.000 GMT+0800,1.35065,1.35210,1.34945,1.35096,6558.7002
02.01.2018 08:00:00.000 GMT+0800,1.35095,1.36001,1.35075,1.35939,165399.7031
03.01.2018 08:00:00.000 GMT+0800,1.35938,1.36124,1.34948,1.35107,166337.7813
04.01.2018 08:00:00.000 GMT+0800,1.35106,1.35595,1.35052,1.35513,158131.1719
05.01.2018 08:00:00.000 GMT+0800,1.35513,1.35823,1.35231,1.35640,153131.5938
06.01.2018 08:00:00.000 GMT+0800,1.35640,1.35640,1.35640,1.35640,0
07.01.2018 08:00:00.000 GMT+0800,1.35556,1.35787,1.35553,1.35755,5527.3599
08.01.2018 08:00:00.000 GMT+0800,1.35755,1.35853,1.35229,1.35696,126241.1719
09.01.2018 08:00:00.000 GMT+0800,1.35697,1.35822,1.35063,1.35299,144613.125
10.01.2018 08:00:00.000 GMT+0800,1.35298,1.35618,1.34816,1.35115,174886.9688
11.01.2018 08:00:00.000 GMT+0800,1.35115,1.35546,1.34579,1.35407,179138.2969
12.01.2018 08:00:00.000 GMT+0800,1.35408,1.37440,1.35376,1.37277,193268.4375
13.01.2018 08:00:00.000 GMT+0800,1.37277,1.37277,1.37277,1.37277,0
14.01.2018 08:00:00.000 GMT+0800,1.37279,1.37425,1.37253,1.37311,5307.8198
15.01.2018 08:00:00.000 GMT+0800,1.37317,1.38193,1.37294,1.37935,171252.3906
16.01.2018 08:00:00.000 GMT+0800,1.37936,1.38052,1.37417,1.37969,189726.2031
17.01.2018 08:00:00.000 GMT+0800,1.37969,1.39420,1.37566,1.38246,214329.7656
18.01.2018 08:00:00.000 GMT+0800,1.38246,1.39130,1.38044,1.38923,213342.3281
19.01.2018 08:00:00.000 GMT+0800,1.38924,1.39449,1.38383,1.38479,201860.3438
20.01.2018 08:00:00.000 GMT+0800,1.38479,1.38479,1.38479,1.38479,0
21.01.2018 08:00:00.000 GMT+0800,1.38879,1.38947,1.38741,1.38903,7511.7598
22.01.2018 08:00:00.000 GMT+0800,1.38903,1.39905,1.38569,1.39835,190165.3125
23.01.2018 08:00:00.000 GMT+0800,1.39835,1.40273,1.39158,1.40115,206759.4063
24.01.2018 08:00:00.000 GMT+0800,1.40117,1.42627,1.40005,1.42197,253510.8125
25.01.2018 08:00:00.000 GMT+0800,1.42197,1.43451,1.40827,1.41490,321620.0938
26.01.2018 08:00:00.000 GMT+0800,1.41490,1.42854,1.41364,1.41562,277607.5313
27.01.2018 08:00:00.000 GMT+0800,1.41562,1.41562,1.41562,1.41562,0
28.01.2018 08:00:00.000 GMT+0800,1.41347,1.41522,1.41289,1.41501,7050.1299
29.01.2018 08:00:00.000 GMT+0800,1.41501,1.41579,1.40250,1.40722,250285.4688
30.01.2018 08:00:00.000 GMT+0800,1.40722,1.41665,1.39798,1.41548,262073.7813
31.01.2018 08:00:00.000 GMT+0800,1.41548,1.42325,1.41216,1.41986,272886.25
01.02.2018 08:00:00.000 GMT+0800,1.41987,1.42781,1.41594,1.42656,255618.8281
02.02.2018 08:00:00.000 GMT+0800,1.42656,1.42777,1.41013,1.41213,257639.7031
03.02.2018 08:00:00.000 GMT+0800,1.41213,1.41213,1.41213,1.41213,0
04.02.2018 08:00:00.000 GMT+0800,1.41001,1.41128,1.40820,1.41100,9712.5098
05.02.2018 08:00:00.000 GMT+0800,1.41101,1.41501,1.39421,1.39435,269036.9063
06.02.2018 08:00:00.000 GMT+0800,1.39437,1.39992,1.38363,1.39572,319674.4375
07.02.2018 08:00:00.000 GMT+0800,1.39572,1.39937,1.38482,1.38787,252421.7031
08.02.2018 08:00:00.000 GMT+0800,1.38787,1.40671,1.38454,1.39354,331143.6563
09.02.2018 08:00:00.000 GMT+0800,1.39356,1.39871,1.37642,1.38239,291692.5
10.02.2018 08:00:00.000 GMT+0800,1.38239,1.38239,1.38239,1.38239,0
11.02.2018 08:00:00.000 GMT+0800,1.38081,1.38272,1.38041,1.38234,7193.04
12.02.2018 08:00:00.000 GMT+0800,1.38234,1.38758,1.37958,1.38484,216866.3906
13.02.2018 08:00:00.000 GMT+0800,1.38484,1.39239,1.38323,1.38836,225951.625
14.02.2018 08:00:00.000 GMT+0800,1.38836,1.40164,1.37996,1.40144,263237.9063
15.02.2018 08:00:00.000 GMT+0800,1.40146,1.41088,1.39989,1.41042,253329.5625
16.02.2018 08:00:00.000 GMT+0800,1.41042,1.41444,1.39964,1.40298,227707.7813
17.02.2018 08:00:00.000 GMT+0800,1.40298,1.40298,1.40298,1.40298,0
18.02.2018 08:00:00.000 GMT+0800,1.40108,1.40378,1.40101,1.40313,6204.7798
19.02.2018 08:00:00.000 GMT+0800,1.40313,1.40488,1.39584,1.39919,182015.2656
20.02.2018 08:00:00.000 GMT+0800,1.39918,1.40242,1.39311,1.39989,218246.0469
21.02.2018 08:00:00.000 GMT+0800,1.39986,1.40082,1.39039,1.39101,250655.5625
22.02.2018 08:00:00.000 GMT+0800,1.39100,1.39885,1.38565,1.39506,234913.375
23.02.2018 08:00:00.000 GMT+0800,1.39507,1.40049,1.39044,1.39656,183442.2188
24.02.2018 08:00:00.000 GMT+0800,1.39656,1.39656,1.39656,1.39656,0
25.02.2018 08:00:00.000 GMT+0800,1.39844,1.39856,1.39634,1.39680,4975.4199
26.02.2018 08:00:00.000 GMT+0800,1.39680,1.40696,1.39280,1.39637,145875.6094
27.02.2018 08:00:00.000 GMT+0800,1.39637,1.39962,1.38574,1.39042,175693.7344
28.02.2018 08:00:00.000 GMT+0800,1.39042,1.39158,1.37488,1.37543,185035.4844
01.03.2018 08:00:00.000 GMT+0800,1.37543,1.37846,1.37115,1.37749,209582.3594
02.03.2018 08:00:00.000 GMT+0800,1.37749,1.38166,1.37554,1.37980,188238.2656
03.03.2018 08:00:00.000 GMT+0800,1.37980,1.37980,1.37980,1.37980,0
04.03.2018 08:00:00.000 GMT+0800,1.37886,1.38133,1.37775,1.37948,11881.1602
05.03.2018 08:00:00.000 GMT+0800,1.37948,1.38769,1.37664,1.38487,178159.375
06.03.2018 08:00:00.000 GMT+0800,1.38489,1.39291,1.38163,1.38987,182885.7031
07.03.2018 08:00:00.000 GMT+0800,1.38985,1.39118,1.38459,1.39042,174116.2969
08.03.2018 08:00:00.000 GMT+0800,1.39041,1.39098,1.37807,1.38031,179293.4531
09.03.2018 08:00:00.000 GMT+0800,1.38031,1.38886,1.37878,1.38447,162797.9375
10.03.2018 08:00:00.000 GMT+0800,1.38447,1.38447,1.38447,1.38447,0
11.03.2018 08:00:00.000 GMT+0800,1.38500,1.38576,1.38417,1.38552,5008.77
12.03.2018 08:00:00.000 GMT+0800,1.38552,1.39174,1.38410,1.39045,127094.8281
13.03.2018 08:00:00.000 GMT+0800,1.39047,1.39938,1.38745,1.39709,153504.7344
14.03.2018 08:00:00.000 GMT+0800,1.39710,1.39955,1.39255,1.39691,146893.6563
15.03.2018 08:00:00.000 GMT+0800,1.39689,1.39884,1.39213,1.39368,183823.7188
16.03.2018 08:00:00.000 GMT+0800,1.39364,1.39807,1.38891,1.39432,128694.2031
17.03.2018 08:00:00.000 GMT+0800,1.39432,1.39432,1.39432,1.39432,0
18.03.2018 08:00:00.000 GMT+0800,1.39353,1.39485,1.39346,1.39427,4818.6401
19.03.2018 08:00:00.000 GMT+0800,1.39427,1.40881,1.39128,1.40242,170551.1563
20.03.2018 08:00:00.000 GMT+0800,1.40241,1.40664,1.39826,1.40036,142184.9844
21.03.2018 08:00:00.000 GMT+0800,1.40035,1.41504,1.40014,1.41425,176216.0938
22.03.2018 08:00:00.000 GMT+0800,1.41425,1.42175,1.40756,1.41120,189968.7656
23.03.2018 08:00:00.000 GMT+0800,1.41121,1.41717,1.40849,1.41305,150250.9531
24.03.2018 08:00:00.000 GMT+0800,1.41305,1.41305,1.41305,1.41305,0
25.03.2018 08:00:00.000 GMT+0800,1.41326,1.41564,1.41296,1.41476,4229.0801
26.03.2018 08:00:00.000 GMT+0800,1.41476,1.42442,1.41448,1.42374,125227.6406
27.03.2018 08:00:00.000 GMT+0800,1.42372,1.42440,1.40659,1.41761,148547.5156
28.03.2018 08:00:00.000 GMT+0800,1.41761,1.42001,1.40703,1.40824,147577.3438
29.03.2018 08:00:00.000 GMT+0800,1.40824,1.40959,1.40106,1.40237,149066.1719
30.03.2018 08:00:00.000 GMT+0800,1.40233,1.40594,1.40088,1.40088,93558.1406
31.03.2018 08:00:00.000 GMT+0800,1.40088,1.40088,1.40088,1.40088,0
01.04.2018 08:00:00.000 GMT+0800,1.40224,1.40379,1.40193,1.40355,6369.5898
02.04.2018 08:00:00.000 GMT+0800,1.40355,1.40775,1.40259,1.40464,97569.4375
03.04.2018 08:00:00.000 GMT+0800,1.40464,1.40883,1.40208,1.40688,132532.8281
04.04.2018 08:00:00.000 GMT+0800,1.40688,1.40962,1.40146,1.40874,142400.4531
05.04.2018 08:00:00.000 GMT+0800,1.40874,1.40968,1.39652,1.40060,150709.5625
06.04.2018 08:00:00.000 GMT+0800,1.40060,1.41055,1.39827,1.40814,138042.3125
07.04.2018 08:00:00.000 GMT+0800,1.40814,1.40814,1.40814,1.40814,0
08.04.2018 08:00:00.000 GMT+0800,1.40866,1.40916,1.40818,1.40900,4043.22
09.04.2018 08:00:00.000 GMT+0800,1.40900,1.41644,1.40782,1.41330,122655.4766
10.04.2018 08:00:00.000 GMT+0800,1.41327,1.41878,1.41199,1.41812,129141.4297
11.04.2018 08:00:00.000 GMT+0800,1.41811,1.42230,1.41608,1.41872,120138.0234
12.04.2018 08:00:00.000 GMT+0800,1.41871,1.42464,1.41451,1.42389,128358.6406
13.04.2018 08:00:00.000 GMT+0800,1.42389,1.42961,1.42205,1.42372,100913.4375
14.04.2018 08:00:00.000 GMT+0800,1.42372,1.42372,1.42372,1.42372,0
15.04.2018 08:00:00.000 GMT+0800,1.42397,1.42476,1.42291,1.42454,5159.7202
16.04.2018 08:00:00.000 GMT+0800,1.42453,1.43438,1.42366,1.43400,98592.0391
17.04.2018 08:00:00.000 GMT+0800,1.43400,1.43763,1.42826,1.42964,122643.9922
18.04.2018 08:00:00.000 GMT+0800,1.42963,1.43142,1.41728,1.42018,122988.8438
19.04.2018 08:00:00.000 GMT+0800,1.42017,1.42454,1.40684,1.40838,140169.7969
20.04.2018 08:00:00.000 GMT+0800,1.40838,1.40873,1.39965,1.40002,126669.4688
21.04.2018 08:00:00.000 GMT+0800,1.40002,1.40002,1.40002,1.40002,0
22.04.2018 08:00:00.000 GMT+0800,1.39990,1.40073,1.39915,1.40014,6455.8999
23.04.2018 08:00:00.000 GMT+0800,1.40017,1.40307,1.39261,1.39371,112125.8125
24.04.2018 08:00:00.000 GMT+0800,1.39372,1.39965,1.39177,1.39937,110150.2422
25.04.2018 08:00:00.000 GMT+0800,1.39937,1.39937,1.39210,1.39354,102771.1797
26.04.2018 08:00:00.000 GMT+0800,1.39357,1.39980,1.38947,1.39175,136163.1719
27.04.2018 08:00:00.000 GMT+0800,1.39175,1.39342,1.37470,1.37785,124970.1016
28.04.2018 08:00:00.000 GMT+0800,1.37785,1.37785,1.37785,1.37785,0
29.04.2018 08:00:00.000 GMT+0800,1.37711,1.37779,1.37684,1.37688,5460.6899
30.04.2018 08:00:00.000 GMT+0800,1.37688,1.37922,1.37125,1.37718,112795.7422
01.05.2018 08:00:00.000 GMT+0800,1.37719,1.37725,1.35880,1.36082,122411.0469
02.05.2018 08:00:00.000 GMT+0800,1.36082,1.36656,1.35546,1.35717,169206.0781
03.05.2018 08:00:00.000 GMT+0800,1.35717,1.36293,1.35377,1.35713,165904.4844
04.05.2018 08:00:00.000 GMT+0800,1.35713,1.35856,1.34861,1.35253,127306.6328
05.05.2018 08:00:00.000 GMT+0800,1.35253,1.35253,1.35253,1.35253,0
06.05.2018 08:00:00.000 GMT+0800,1.35327,1.35390,1.35298,1.35311,3215.5901
07.05.2018 08:00:00.000 GMT+0800,1.35312,1.35751,1.35151,1.35679,110330.5781
08.05.2018 08:00:00.000 GMT+0800,1.35678,1.35926,1.34843,1.35527,153186.7344
09.05.2018 08:00:00.000 GMT+0800,1.35527,1.36068,1.34990,1.35429,141810.5469
10.05.2018 08:00:00.000 GMT+0800,1.35427,1.36174,1.34598,1.35213,179691.2656
11.05.2018 08:00:00.000 GMT+0800,1.35212,1.35957,1.35017,1.35407,121975.5391
12.05.2018 08:00:00.000 GMT+0800,1.35407,1.35407,1.35407,1.35407,0
13.05.2018 08:00:00.000 GMT+0800,1.35393,1.35517,1.35373,1.35497,3527
14.05.2018 08:00:00.000 GMT+0800,1.35496,1.36079,1.35425,1.35606,105603.2109
15.05.2018 08:00:00.000 GMT+0800,1.35609,1.35718,1.34511,1.34994,157470.8438
16.05.2018 08:00:00.000 GMT+0800,1.34993,1.35515,1.34554,1.35468,158885.1875
17.05.2018 08:00:00.000 GMT+0800,1.35468,1.35688,1.34741,1.35102,694636
18.05.2018 08:00:00.000 GMT+0800,1.35103,1.35280,1.34548,1.34679,118727.7578
19.05.2018 08:00:00.000 GMT+0800,1.34679,1.34679,1.34679,1.34679,0
20.05.2018 08:00:00.000 GMT+0800,1.34590,1.34825,1.34589,1.34758,3899.76
21.05.2018 08:00:00.000 GMT+0800,1.34758,1.34758,1.33907,1.34309,125639.8594
22.05.2018 08:00:00.000 GMT+0800,1.34306,1.34911,1.34123,1.34405,136387.5469
23.05.2018 08:00:00.000 GMT+0800,1.34407,1.34422,1.33050,1.33695,187717.1563
24.05.2018 08:00:00.000 GMT+0800,1.33695,1.34216,1.33497,1.33823,174540.7813
25.05.2018 08:00:00.000 GMT+0800,1.33823,1.33837,1.32928,1.32946,155391.5469
26.05.2018 08:00:00.000 GMT+0800,1.32946,1.32946,1.32946,1.32946,0
27.05.2018 08:00:00.000 GMT+0800,1.33138,1.33201,1.33023,1.33077,7360.73
28.05.2018 08:00:00.000 GMT+0800,1.33077,1.33408,1.32961,1.33118,124379.0703
29.05.2018 08:00:00.000 GMT+0800,1.33120,1.33250,1.32044,1.32535,192503.5938
30.05.2018 08:00:00.000 GMT+0800,1.32535,1.33069,1.32418,1.32838,171445.9844
31.05.2018 08:00:00.000 GMT+0800,1.32838,1.33478,1.32771,1.32887,182246.7031
01.06.2018 08:00:00.000 GMT+0800,1.32888,1.33617,1.32538,1.33449,149183.7813
02.06.2018 08:00:00.000 GMT+0800,1.33449,1.33449,1.33449,1.33449,0
03.06.2018 08:00:00.000 GMT+0800,1.33310,1.33542,1.33306,1.33528,4493.8198
04.06.2018 08:00:00.000 GMT+0800,1.33528,1.33985,1.32947,1.33155,111764.5078
05.06.2018 08:00:00.000 GMT+0800,1.33155,1.34155,1.33019,1.34061,149985.9844
06.06.2018 08:00:00.000 GMT+0800,1.34062,1.34429,1.33968,1.34195,133692.1875
07.06.2018 08:00:00.000 GMT+0800,1.34195,1.34722,1.33714,1.34154,156029.7656
08.06.2018 08:00:00.000 GMT+0800,1.34160,1.34390,1.33544,1.34081,131742.4063
09.06.2018 08:00:00.000 GMT+0800,1.34081,1.34081,1.34081,1.34081,0
10.06.2018 08:00:00.000 GMT+0800,1.34058,1.34140,1.34047,1.34130,2982.8
11.06.2018 08:00:00.000 GMT+0800,1.34130,1.34413,1.33444,1.33711,109694.7031
12.06.2018 08:00:00.000 GMT+0800,1.33711,1.34243,1.33418,1.33734,141883.8125
13.06.2018 08:00:00.000 GMT+0800,1.33734,1.33890,1.33079,1.33811,139879.3594
14.06.2018 08:00:00.000 GMT+0800,1.33811,1.34463,1.32532,1.32543,174698.9063
15.06.2018 08:00:00.000 GMT+0800,1.32541,1.32978,1.32110,1.32763,145645.5781
16.06.2018 08:00:00.000 GMT+0800,1.32763,1.32763,1.32763,1.32763,0
17.06.2018 08:00:00.000 GMT+0800,1.32557,1.32790,1.32557,1.32755,11437.6504
18.06.2018 08:00:00.000 GMT+0800,1.32756,1.32757,1.32257,1.32577,121927.2891
19.06.2018 08:00:00.000 GMT+0800,1.32579,1.32726,1.31507,1.31728,163610.75
20.06.2018 08:00:00.000 GMT+0800,1.31728,1.32170,1.31458,1.31718,152588.4063
21.06.2018 08:00:00.000 GMT+0800,1.31718,1.32698,1.31018,1.32446,210052.6563
22.06.2018 08:00:00.000 GMT+0800,1.32445,1.33146,1.32444,1.32593,157787.1719
23.06.2018 08:00:00.000 GMT+0800,1.32593,1.32593,1.32593,1.32593,0
24.06.2018 08:00:00.000 GMT+0800,1.32490,1.32711,1.32332,1.32611,8482.5498
25.06.2018 08:00:00.000 GMT+0800,1.32615,1.32904,1.32212,1.32771,153818.7344
26.06.2018 08:00:00.000 GMT+0800,1.32774,1.32918,1.31922,1.32201,183295.2656
27.06.2018 08:00:00.000 GMT+0800,1.32200,1.32336,1.31063,1.31193,233685.625
28.06.2018 08:00:00.000 GMT+0800,1.31191,1.31199,1.30495,1.30745,198514.5313
29.06.2018 08:00:00.000 GMT+0800,1.30743,1.32136,1.30686,1.32040,196898.4531
30.06.2018 08:00:00.000 GMT+0800,1.32040,1.32040,1.32040,1.32040,0
01.07.2018 08:00:00.000 GMT+0800,1.31825,1.32082,1.31825,1.32075,8887.8896
02.07.2018 08:00:00.000 GMT+0800,1.32073,1.32073,1.30950,1.31419,161921.6406
03.07.2018 08:00:00.000 GMT+0800,1.31417,1.32064,1.31145,1.31938,176418.5469
04.07.2018 08:00:00.000 GMT+0800,1.31937,1.32495,1.31705,1.32275,153950.2656
05.07.2018 08:00:00.000 GMT+0800,1.32275,1.32748,1.32036,1.32217,165260.9531
06.07.2018 08:00:00.000 GMT+0800,1.32215,1.32898,1.32031,1.32844,143007.4531
07.07.2018 08:00:00.000 GMT+0800,1.32844,1.32844,1.32844,1.32844,0
08.07.2018 08:00:00.000 GMT+0800,1.33179,1.33186,1.32855,1.32946,11744.5596
09.07.2018 08:00:00.000 GMT+0800,1.32947,1.33625,1.31889,1.32536,183501.6094
10.07.2018 08:00:00.000 GMT+0800,1.32535,1.33008,1.32230,1.32580,163876.0781
11.07.2018 08:00:00.000 GMT+0800,1.32580,1.32852,1.31994,1.32059,187964.0469
12.07.2018 08:00:00.000 GMT+0800,1.32059,1.32448,1.31695,1.31783,159570.8281
13.07.2018 08:00:00.000 GMT+0800,1.31785,1.32383,1.31025,1.32323,149155.2656
14.07.2018 08:00:00.000 GMT+0800,1.32323,1.32323,1.32323,1.32323,0
15.07.2018 08:00:00.000 GMT+0800,1.32272,1.32318,1.32240,1.32267,3224.8
16.07.2018 08:00:00.000 GMT+0800,1.32266,1.32928,1.32167,1.32362,145642.5469
17.07.2018 08:00:00.000 GMT+0800,1.32360,1.32687,1.30689,1.31047,173363.3438
18.07.2018 08:00:00.000 GMT+0800,1.31049,1.31169,1.30100,1.30772,172144.375
19.07.2018 08:00:00.000 GMT+0800,1.30772,1.30831,1.29574,1.30227,184002.5625
20.07.2018 08:00:00.000 GMT+0800,1.30225,1.31401,1.29948,1.31287,171394.4531
21.07.2018 08:00:00.000 GMT+0800,1.31287,1.31287,1.31287,1.31287,0
22.07.2018 08:00:00.000 GMT+0800,1.31229,1.31478,1.31183,1.31456,6264.46
23.07.2018 08:00:00.000 GMT+0800,1.31453,1.31580,1.30821,1.31031,139630.8438
24.07.2018 08:00:00.000 GMT+0800,1.31029,1.31591,1.30714,1.31490,152806.125
25.07.2018 08:00:00.000 GMT+0800,1.31488,1.32013,1.31328,1.31988,160555.2031
26.07.2018 08:00:00.000 GMT+0800,1.31989,1.32132,1.31017,1.31083,153704.5469
27.07.2018 08:00:00.000 GMT+0800,1.31083,1.31310,1.30822,1.30967,120314.3281
28.07.2018 08:00:00.000 GMT+0800,1.30967,1.30967,1.30967,1.30967,0
29.07.2018 08:00:00.000 GMT+0800,1.30989,1.31192,1.30988,1.31098,10906.7002
30.07.2018 08:00:00.000 GMT+0800,1.31098,1.31521,1.30970,1.31355,106438.4375
31.07.2018 08:00:00.000 GMT+0800,1.31355,1.31726,1.30894,1.31185,149707.1563
01.08.2018 08:00:00.000 GMT+0800,1.31182,1.31440,1.30951,1.31242,126813.5703
02.08.2018 08:00:00.000 GMT+0800,1.31242,1.31260,1.30112,1.30158,142839.9063
03.08.2018 08:00:00.000 GMT+0800,1.30161,1.30429,1.29753,1.30011,129929.8281
04.08.2018 08:00:00.000 GMT+0800,1.30011,1.30011,1.30011,1.30011,0
05.08.2018 08:00:00.000 GMT+0800,1.29948,1.30074,1.29948,1.30014,3615.6299
06.08.2018 08:00:00.000 GMT+0800,1.30017,1.30049,1.29198,1.29433,99420.3594
07.08.2018 08:00:00.000 GMT+0800,1.29431,1.29736,1.29237,1.29452,108585.7031
08.08.2018 08:00:00.000 GMT+0800,1.29452,1.29597,1.28535,1.28771,126195.6719
09.08.2018 08:00:00.000 GMT+0800,1.28772,1.29117,1.28182,1.28283,138670.5625
10.08.2018 08:00:00.000 GMT+0800,1.28283,1.28366,1.27228,1.27663,202537.875
11.08.2018 08:00:00.000 GMT+0800,1.27663,1.27663,1.27663,1.27663,0
12.08.2018 08:00:00.000 GMT+0800,1.27421,1.27794,1.27421,1.27595,8176.4702
13.08.2018 08:00:00.000 GMT+0800,1.27596,1.27913,1.27299,1.27588,154217.8125
14.08.2018 08:00:00.000 GMT+0800,1.27586,1.28271,1.27046,1.27175,151690.8125
15.08.2018 08:00:00.000 GMT+0800,1.27175,1.27352,1.26617,1.26923,144941.1563
16.08.2018 08:00:00.000 GMT+0800,1.26924,1.27539,1.26858,1.27120,145504.5156
17.08.2018 08:00:00.000 GMT+0800,1.27122,1.27524,1.26978,1.27466,128152.2266
